type,name,email,createdAt,sku,description,price,active,qty,category,order,items,status,method,reference,expiresAt
PAYMENT,,,2025-07-21T10:15:28.5109492,,,,,,,ORD-01088,,APPROVED,CARD,CARD-dUwHhDG5vA,
PAYMENT,,,2025-11-13T10:15:28.5109492,,,,,,,ORD-01089,,DECLINED,CARD,CARD-r09sUDEcgw,
PAYMENT,,,2025-06-19T10:15:28.5109492,,,,,,,ORD-01090,,PENDING,CARD,CARD-DSukkrSZ9F,
PAYMENT,,,2025-03-24T10:15:28.5109492,,,,,,,ORD-01091,,DECLINED,INVOICE,INVOICE-11jHJH3EHM,
PAYMENT,,,2025-06-01T10:15:28.5109492,,,,,,,ORD-01092,,APPROVED,CARD,CARD-s29znNJpiJ,
PAYMENT,,,2025-06-24T10:15:28.5109492,,,,,,,ORD-01093,,APPROVED,CARD,CARD-rSpdPB8jkS,
PAYMENT,,,2026-01-07T10:15:28.5109492,,,,,,,ORD-01094,,DECLINED,CARD,CARD-jfuplaOQD2,
PAYMENT,,,2025-05-11T10:15:28.5109492,,,,,,,ORD-01095,,PENDING,CARD,CARD-MIwCnH1brD,
PAYMENT,,,2025-08-16T10:15:28.5109492,,,,,,,ORD-01096,,DECLINED,CARD,CARD-Tc2iuFVL8M,
PAYMENT,,,2025-08-13T10:15:28.5109492,,,,,,,ORD-01097,,PENDING,INVOICE,INVOICE-FwYNXhpOOi,
PAYMENT,,,2025-05-17T10:15:28.5109492,,,,,,,ORD-01098,,DECLINED,INVOICE,INVOICE-j6ubFSzkIS,
PAYMENT,,,2025-06-04T10:15:28.5109492,,,,,,,ORD-01099,,PENDING,CARD,CARD-zm0Jn0DHcQ,
PAYMENT,,,2025-11-20T10:15:28.5109492,,,,,,,ORD-01100,,APPROVED,INVOICE,INVOICE-obWkAAo9sR,
PAYMENT,,,2025-04-23T10:15:28.5109492,,,,,,,ORD-01101,,APPROVED,INVOICE,INVOICE-kU1VbT41VM,
PAYMENT,,,2025-06-11T10:15:28.5109492,,,,,,,ORD-01102,,APPROVED,INVOICE,INVOICE-Wg6gwNVUbG,
PAYMENT,,,2025-03-20T10:15:28.5109492,,,,,,,ORD-01103,,DECLINED,INVOICE,INVOICE-ugvrYKcSaZ,
PAYMENT,,,2025-01-26T10:15:28.5109492,,,,,,,ORD-01104,,DECLINED,CARD,CARD-H45yN9AR2k,
PAYMENT,,,2025-07-17T10:15:28.5109492,,,,,,,ORD-01105,,DECLINED,INVOICE,INVOICE-4HnkXPSnFR,
PAYMENT,,,2025-08-18T10:15:28.5109492,,,,,,,ORD-01106,,APPROVED,CARD,CARD-WzuUAYCPNq,
PAYMENT,,,2025-10-16T10:15:28.5109492,,,,,,,ORD-01107,,DECLINED,INVOICE,INVOICE-XHUGvkeVZd,
PAYMENT,,,2025-08-26T10:15:28.5109492,,,,,,,ORD-01108,,DECLINED,CARD,CARD-yuxbhFB5Cs,
PAYMENT,,,2025-06-04T10:15:28.5109492,,,,,,,ORD-01109,,APPROVED,CARD,CARD-lg1qCbagA5,
PAYMENT,,,2025-10-20T10:15:28.5109492,,,,,,,ORD-01110,,PENDING,INVOICE,INVOICE-W2JyLADFO2,
PAYMENT,,,2025-04-11T10:15:28.5109492,,,,,,,ORD-01111,,PENDING,INVOICE,INVOICE-QJ0NEIUklV,
PAYMENT,,,2025-05-19T10:15:28.5109492,,,,,,,ORD-01112,,DECLINED,INVOICE,INVOICE-EkQZUsjo0C,
PAYMENT,,,2025-05-15T10:15:28.5109492,,,,,,,ORD-01113,,PENDING,INVOICE,INVOICE-i0fJR49szP,
PAYMENT,,,2025-03-13T10:15:28.5109492,,,,,,,ORD-01114,,APPROVED,CARD,CARD-nRozYBR094,
PAYMENT,,,2025-05-13T10:15:28.5109492,,,,,,,ORD-01115,,DECLINED,CARD,CARD-dK4RYHGfp3,
PAYMENT,,,2026-01-06T10:15:28.5109492,,,,,,,ORD-01116,,DECLINED,INVOICE,INVOICE-T9pBAtB2E4,
PAYMENT,,,2025-03-18T10:15:28.5109492,,,,,,,ORD-01117,,DECLINED,CARD,CARD-ClLi4c0Z4r,
PAYMENT,,,2025-11-28T10:15:28.5109492,,,,,,,ORD-01118,,DECLINED,INVOICE,INVOICE-y7EXPHuZkP,
PAYMENT,,,2025-05-31T10:15:28.5109492,,,,,,,ORD-01119,,APPROVED,CARD,CARD-YvcXxvmhzT,
PAYMENT,,,2025-03-01T10:15:28.5109492,,,,,,,ORD-01120,,DECLINED,INVOICE,INVOICE-EQT8jPQ8g7,
PAYMENT,,,2025-09-24T10:15:28.5109492,,,,,,,ORD-01121,,DECLINED,CARD,CARD-E95qfabRcz,
PAYMENT,,,2025-09-03T10:15:28.5109492,,,,,,,ORD-01122,,APPROVED,CARD,CARD-YGhYLIXTeC,
PAYMENT,,,2025-10-25T10:15:28.5109492,,,,,,,ORD-01123,,PENDING,CARD,CARD-nQOFNN9Pew,
PAYMENT,,,2025-08-27T10:15:28.5109492,,,,,,,ORD-01124,,APPROVED,CARD,CARD-OABku4S8Qj,
PAYMENT,,,2025-10-30T10:15:28.5109492,,,,,,,ORD-01125,,PENDING,INVOICE,INVOICE-S0sQhuaBPT,
PAYMENT,,,2025-12-23T10:15:28.5109492,,,,,,,ORD-01126,,DECLINED,INVOICE,INVOICE-nhoDg2E5g1,
PAYMENT,,,2025-10-05T10:15:28.5109492,,,,,,,ORD-01127,,APPROVED,CARD,CARD-ivI3v88aTD,
PAYMENT,,,2025-07-06T10:15:28.5109492,,,,,,,ORD-01128,,APPROVED,CARD,CARD-idiWWFRLnK,
PAYMENT,,,2025-04-22T10:15:28.5109492,,,,,,,ORD-01129,,DECLINED,CARD,CARD-5WzgjBhIXA,
PAYMENT,,,2025-11-15T10:15:28.5109492,,,,,,,ORD-01130,,DECLINED,INVOICE,INVOICE-ybuugLm3tz,
PAYMENT,,,2026-01-10T10:15:28.5109492,,,,,,,ORD-01131,,DECLINED,CARD,CARD-QKlboWGVOD,
PAYMENT,,,2025-08-26T10:15:28.5109492,,,,,,,ORD-01132,,PENDING,INVOICE,INVOICE-GLy3z79awn,
PAYMENT,,,2025-09-25T10:15:28.5109492,,,,,,,ORD-01133,,APPROVED,CARD,CARD-DEjVmSmurN,
PAYMENT,,,2025-09-28T10:15:28.5109492,,,,,,,ORD-01134,,APPROVED,CARD,CARD-0SVg4NMrIi,
PAYMENT,,,2025-11-13T10:15:28.5109492,,,,,,,ORD-01135,,DECLINED,CARD,CARD-FqlPLqbmTn,
PAYMENT,,,2025-10-20T10:15:28.5109492,,,,,,,ORD-01136,,PENDING,INVOICE,INVOICE-2esvIDDapj,
PAYMENT,,,2025-05-12T10:15:28.5109492,,,,,,,ORD-01137,,DECLINED,INVOICE,INVOICE-IMO1YlqQOz,
PAYMENT,,,2025-11-19T10:15:28.5109492,,,,,,,ORD-01138,,APPROVED,CARD,CARD-TFVUFDz8eU,
PAYMENT,,,2025-05-15T10:15:28.5109492,,,,,,,ORD-01139,,APPROVED,CARD,CARD-ZhD8wKK1t1,
PAYMENT,,,2025-11-08T10:15:28.5109492,,,,,,,ORD-01140,,DECLINED,INVOICE,INVOICE-4PbO1QOOwX,
PAYMENT,,,2025-07-03T10:15:28.5109492,,,,,,,ORD-01141,,APPROVED,CARD,CARD-FVL3Nb5zh5,
PAYMENT,,,2025-05-14T10:15:28.5109492,,,,,,,ORD-01142,,PENDING,CARD,CARD-JLPIAlS4Gd,
PAYMENT,,,2025-11-28T10:15:28.5109492,,,,,,,ORD-01143,,APPROVED,INVOICE,INVOICE-volBNvGB30,
PAYMENT,,,2025-10-28T10:15:28.5109492,,,,,,,ORD-01144,,PENDING,CARD,CARD-xoBQWiFfr6,
PAYMENT,,,2025-02-26T10:15:28.5109492,,,,,,,ORD-01145,,PENDING,CARD,CARD-1432BeaM8z,
PAYMENT,,,2025-01-28T10:15:28.5109492,,,,,,,ORD-01146,,PENDING,INVOICE,INVOICE-PFsy3Mu1Nn,
PAYMENT,,,2025-09-30T10:15:28.5109492,,,,,,,ORD-01147,,PENDING,INVOICE,INVOICE-d024NFtnpk,
PAYMENT,,,2025-09-18T10:15:28.5109492,,,,,,,ORD-01148,,APPROVED,INVOICE,INVOICE-Yp5eL9zStX,
PAYMENT,,,2025-06-15T10:15:28.5109492,,,,,,,ORD-01149,,APPROVED,CARD,CARD-Eee8kR1G8b,
PAYMENT,,,2025-05-18T10:15:28.5109492,,,,,,,ORD-01150,,DECLINED,INVOICE,INVOICE-bPzODLBWhy,
PAYMENT,,,2025-05-10T10:15:28.5109492,,,,,,,ORD-01151,,DECLINED,CARD,CARD-0cWfQ1dPNi,
PAYMENT,,,2025-11-26T10:15:28.5109492,,,,,,,ORD-01152,,APPROVED,INVOICE,INVOICE-YRoj7vOHYO,
PAYMENT,,,2025-12-09T10:15:28.5109492,,,,,,,ORD-01153,,DECLINED,INVOICE,INVOICE-C0IcOLCzzS,
PAYMENT,,,2025-09-13T10:15:28.5109492,,,,,,,ORD-01154,,APPROVED,CARD,CARD-UIPO3XXnwN,
PAYMENT,,,2025-05-11T10:15:28.5109492,,,,,,,ORD-01155,,DECLINED,CARD,CARD-J5f5zy42F4,
PAYMENT,,,2025-07-23T10:15:28.5109492,,,,,,,ORD-01156,,DECLINED,CARD,CARD-pEzGoBL9h0,
PAYMENT,,,2025-04-28T10:15:28.5109492,,,,,,,ORD-01157,,PENDING,INVOICE,INVOICE-iNjwj3In6y,
PAYMENT,,,2025-11-25T10:15:28.5109492,,,,,,,ORD-01158,,DECLINED,CARD,CARD-ELX3wZ1u7n,
PAYMENT,,,2025-02-17T10:15:28.5109492,,,,,,,ORD-01159,,APPROVED,CARD,CARD-PnhENiQbUv,
PAYMENT,,,2025-11-17T10:15:28.5109492,,,,,,,ORD-01160,,PENDING,INVOICE,INVOICE-LDluu7mMmU,
PAYMENT,,,2025-10-19T10:15:28.5109492,,,,,,,ORD-01161,,DECLINED,CARD,CARD-iRkfSwv4V7,
PAYMENT,,,2025-10-13T10:15:28.5109492,,,,,,,ORD-01162,,PENDING,CARD,CARD-ZQdHxiP4Pw,
PAYMENT,,,2025-09-28T10:15:28.5109492,,,,,,,ORD-01163,,DECLINED,INVOICE,INVOICE-QNpb823Lmf,
PAYMENT,,,2025-09-07T10:15:28.5109492,,,,,,,ORD-01164,,APPROVED,CARD,CARD-VpOmBwk4Sb,
PAYMENT,,,2025-02-18T10:15:28.5109492,,,,,,,ORD-01165,,APPROVED,CARD,CARD-nM4tFko2w6,
PAYMENT,,,2025-01-26T10:15:28.5109492,,,,,,,ORD-01166,,APPROVED,CARD,CARD-gcQFZeZf99,
PAYMENT,,,2025-08-27T10:15:28.5109492,,,,,,,ORD-01167,,DECLINED,INVOICE,INVOICE-6zJmAlW84Q,
PAYMENT,,,2025-01-25T10:15:28.5109492,,,,,,,ORD-01168,,APPROVED,INVOICE,INVOICE-R70JqNQA1k,
PAYMENT,,,2025-02-27T10:15:28.5109492,,,,,,,ORD-01169,,APPROVED,INVOICE,INVOICE-HK8h0HgqSE,
PAYMENT,,,2025-05-26T10:15:28.5109492,,,,,,,ORD-01170,,PENDING,CARD,CARD-x800w5DTNF,
PAYMENT,,,2025-11-29T10:15:28.5109492,,,,,,,ORD-01171,,APPROVED,INVOICE,INVOICE-LtOCVMhghj,
PAYMENT,,,2025-06-23T10:15:28.5109492,,,,,,,ORD-01172,,PENDING,INVOICE,INVOICE-PaLlaaKCSN,
PAYMENT,,,2025-12-16T10:15:28.5109492,,,,,,,ORD-01173,,PENDING,INVOICE,INVOICE-6nak5dUNAI,
PAYMENT,,,2025-07-31T10:15:28.5109492,,,,,,,ORD-01174,,DECLINED,CARD,CARD-zsylHQEjiz,
PAYMENT,,,2025-05-26T10:15:28.5109492,,,,,,,ORD-01175,,APPROVED,CARD,CARD-b8sCNXqmwT,
PAYMENT,,,2025-10-19T10:15:28.5109492,,,,,,,ORD-01176,,PENDING,INVOICE,INVOICE-bAIgG0LYcY,
PAYMENT,,,2025-06-22T10:15:28.5109492,,,,,,,ORD-01177,,APPROVED,INVOICE,INVOICE-wwiSutniU2,
PAYMENT,,,2025-11-03T10:15:28.5109492,,,,,,,ORD-01178,,APPROVED,CARD,CARD-sxdA9obhbO,
PAYMENT,,,2025-07-09T10:15:28.5109492,,,,,,,ORD-01179,,APPROVED,INVOICE,INVOICE-0BdP14bBZ1,
PAYMENT,,,2025-11-07T10:15:28.5109492,,,,,,,ORD-01180,,APPROVED,CARD,CARD-OpeJ8frB6M,
PAYMENT,,,2025-08-10T10:15:28.5109492,,,,,,,ORD-01181,,PENDING,INVOICE,INVOICE-ENyekhdPJC,
PAYMENT,,,2025-02-04T10:15:28.5109492,,,,,,,ORD-01182,,DECLINED,INVOICE,INVOICE-WUMVVG2WhX,
PAYMENT,,,2025-04-24T10:15:28.5109492,,,,,,,ORD-01183,,APPROVED,INVOICE,INVOICE-v3SQ0Bmvp3,
PAYMENT,,,2026-01-08T10:15:28.5109492,,,,,,,ORD-01184,,APPROVED,CARD,CARD-Q3asR1I2hM,
PAYMENT,,,2025-02-24T10:15:28.5109492,,,,,,,ORD-01185,,PENDING,INVOICE,INVOICE-LPyvs4yxep,
PAYMENT,,,2025-02-06T10:15:28.5109492,,,,,,,ORD-01186,,DECLINED,CARD,CARD-aNe7Qk9oWW,
PAYMENT,,,2025-09-25T10:15:28.5109492,,,,,,,ORD-01187,,APPROVED,INVOICE,INVOICE-mrkoVKvC9h,
PAYMENT,,,2025-04-20T10:15:28.5109492,,,,,,,ORD-01188,,APPROVED,INVOICE,INVOICE-tBMXLmS6vA,
PAYMENT,,,2025-05-08T10:15:28.5109492,,,,,,,ORD-01189,,APPROVED,CARD,CARD-hPBHYMfwwc,
PAYMENT,,,2025-12-10T10:15:28.5109492,,,,,,,ORD-01190,,DECLINED,CARD,CARD-weROm3vhcq,
PAYMENT,,,2025-02-05T10:15:28.5109492,,,,,,,ORD-01191,,PENDING,CARD,CARD-k8w4Lte8Sn,
PAYMENT,,,2025-06-10T10:15:28.5109492,,,,,,,ORD-01192,,PENDING,INVOICE,INVOICE-A37iurTzxc,
PAYMENT,,,2025-10-29T10:15:28.5109492,,,,,,,ORD-01193,,PENDING,INVOICE,INVOICE-3fav7sawJC,
PAYMENT,,,2025-09-15T10:15:28.5109492,,,,,,,ORD-01194,,DECLINED,INVOICE,INVOICE-mnCP6dca2V,
PAYMENT,,,2025-11-30T10:15:28.5109492,,,,,,,ORD-01195,,APPROVED,CARD,CARD-ZN5faoH6zR,
PAYMENT,,,2026-01-18T10:15:28.5109492,,,,,,,ORD-01196,,DECLINED,CARD,CARD-V4mue5SYTn,
PAYMENT,,,2025-12-05T10:15:28.5109492,,,,,,,ORD-01197,,DECLINED,CARD,CARD-3hTTCBsWxc,
PAYMENT,,,2025-04-24T10:15:28.5109492,,,,,,,ORD-01198,,APPROVED,CARD,CARD-BC3QYMeSG3,
PAYMENT,,,2025-06-03T10:15:28.5109492,,,,,,,ORD-01199,,PENDING,CARD,CARD-POZnFMj0eC,
PAYMENT,,,2025-03-28T10:15:28.5109492,,,,,,,ORD-01200,,DECLINED,INVOICE,INVOICE-XgBEmlSHBM,
PAYMENT,,,2025-08-05T10:15:28.5109492,,,,,,,ORD-01201,,APPROVED,CARD,CARD-uhy3hXnnTw,
PAYMENT,,,2025-05-01T10:15:28.5109492,,,,,,,ORD-01202,,PENDING,INVOICE,INVOICE-q9lKjlxbA8,
PAYMENT,,,2025-01-31T10:15:28.5109492,,,,,,,ORD-01203,,DECLINED,INVOICE,INVOICE-gAjOOj2y3k,
PAYMENT,,,2025-08-24T10:15:28.5109492,,,,,,,ORD-01204,,DECLINED,INVOICE,INVOICE-TrXO0uC9LD,
PAYMENT,,,2025-06-10T10:15:28.5109492,,,,,,,ORD-01205,,DECLINED,CARD,CARD-U8q3qeAIj9,
PAYMENT,,,2025-04-02T10:15:28.5109492,,,,,,,ORD-01206,,APPROVED,INVOICE,INVOICE-RBIbVp53rQ,
PAYMENT,,,2025-01-25T10:15:28.5109492,,,,,,,ORD-01207,,PENDING,CARD,CARD-fziUcdC5Ga,
PAYMENT,,,2025-04-16T10:15:28.5109492,,,,,,,ORD-01208,,APPROVED,CARD,CARD-SjDNtCTlfe,
PAYMENT,,,2025-03-18T10:15:28.5109492,,,,,,,ORD-01209,,DECLINED,INVOICE,INVOICE-tLqtaNUvQk,
PAYMENT,,,2025-12-21T10:15:28.5109492,,,,,,,ORD-01210,,DECLINED,CARD,CARD-jnN2Hh41J1,
PAYMENT,,,2025-02-21T10:15:28.5109492,,,,,,,ORD-01211,,PENDING,INVOICE,INVOICE-cBKPEIi8bM,
PAYMENT,,,2026-01-19T10:15:28.5109492,,,,,,,ORD-01212,,PENDING,CARD,CARD-xUzhGCn0Fz,
PAYMENT,,,2025-06-06T10:15:28.5109492,,,,,,,ORD-01213,,DECLINED,CARD,CARD-kEQVzTsJMn,
PAYMENT,,,2025-02-01T10:15:28.5109492,,,,,,,ORD-01214,,DECLINED,INVOICE,INVOICE-h6UMiXVJ8X,
PAYMENT,,,2025-09-27T10:15:28.5109492,,,,,,,ORD-01215,,PENDING,CARD,CARD-YYnDyxvFyP,
PAYMENT,,,2025-06-24T10:15:28.5109492,,,,,,,ORD-01216,,DECLINED,CARD,CARD-JfiHQOkSRO,
PAYMENT,,,2025-02-14T10:15:28.5109492,,,,,,,ORD-01217,,DECLINED,INVOICE,INVOICE-XxFMRKSA7q,
PAYMENT,,,2025-09-10T10:15:28.5109492,,,,,,,ORD-01218,,PENDING,CARD,CARD-bh61tN3nji,
PAYMENT,,,2026-01-05T10:15:28.5109492,,,,,,,ORD-01219,,APPROVED,CARD,CARD-2LylIqbXCt,
PAYMENT,,,2025-07-11T10:15:28.5109492,,,,,,,ORD-01220,,DECLINED,INVOICE,INVOICE-ANtLglCq86,
PAYMENT,,,2025-02-11T10:15:28.5109492,,,,,,,ORD-01221,,DECLINED,CARD,CARD-REfec773aw,
PAYMENT,,,2025-05-28T10:15:28.5109492,,,,,,,ORD-01222,,APPROVED,INVOICE,INVOICE-Wwn8MNzMIY,
PAYMENT,,,2025-01-28T10:15:28.5109492,,,,,,,ORD-01223,,APPROVED,INVOICE,INVOICE-vs4brGCMst,
PAYMENT,,,2025-06-09T10:15:28.5109492,,,,,,,ORD-01224,,DECLINED,INVOICE,INVOICE-gsX6Pckpi7,
PAYMENT,,,2025-09-12T10:15:28.5109492,,,,,,,ORD-01225,,DECLINED,INVOICE,INVOICE-Wuf6NVWQqP,
PAYMENT,,,2025-05-12T10:15:28.5109492,,,,,,,ORD-01226,,DECLINED,INVOICE,INVOICE-NQjQBpLWKE,
PAYMENT,,,2025-10-02T10:15:28.5109492,,,,,,,ORD-01227,,DECLINED,INVOICE,INVOICE-6TnzazoLan,
PAYMENT,,,2025-12-03T10:15:28.5109492,,,,,,,ORD-01228,,APPROVED,CARD,CARD-WV03h69n4D,
PAYMENT,,,2025-08-11T10:15:28.5109492,,,,,,,ORD-01229,,APPROVED,INVOICE,INVOICE-ScLPzm2J1F,
PAYMENT,,,2025-09-26T10:15:28.5109492,,,,,,,ORD-01230,,APPROVED,INVOICE,INVOICE-nZwDNvSR9K,
PAYMENT,,,2025-09-14T10:15:28.5109492,,,,,,,ORD-01231,,PENDING,CARD,CARD-8LHYP5RQQQ,
PAYMENT,,,2025-08-15T10:15:28.5109492,,,,,,,ORD-01232,,PENDING,INVOICE,INVOICE-dSAKz0bpLY,
PAYMENT,,,2025-03-21T10:15:28.5109492,,,,,,,ORD-01233,,PENDING,CARD,CARD-cqc6eegZU4,
PAYMENT,,,2025-05-29T10:15:28.5109492,,,,,,,ORD-01234,,APPROVED,CARD,CARD-3IDXqBMS0b,
PAYMENT,,,2025-07-16T10:15:28.5109492,,,,,,,ORD-01235,,APPROVED,INVOICE,INVOICE-hh8EoWvQz7,
PAYMENT,,,2025-10-27T10:15:28.5109492,,,,,,,ORD-01236,,DECLINED,CARD,CARD-2oI45FCeUz,
PAYMENT,,,2025-12-04T10:15:28.5109492,,,,,,,ORD-01237,,DECLINED,CARD,CARD-LIiKhQlw8V,
PAYMENT,,,2026-01-01T10:15:28.5109492,,,,,,,ORD-01238,,DECLINED,CARD,CARD-BTkYUzjx0i,
PAYMENT,,,2025-01-22T10:15:28.5109492,,,,,,,ORD-01239,,PENDING,INVOICE,INVOICE-p8KwviRlG7,
PAYMENT,,,2025-03-06T10:15:28.5109492,,,,,,,ORD-01240,,APPROVED,CARD,CARD-fMVYsh3yuZ,
PAYMENT,,,2025-04-26T10:15:28.5109492,,,,,,,ORD-01241,,DECLINED,INVOICE,INVOICE-xpwiz2pwlo,
PAYMENT,,,2025-08-17T10:15:28.5109492,,,,,,,ORD-01242,,PENDING,CARD,CARD-hWmR1YRrrn,
PAYMENT,,,2025-08-09T10:15:28.5109492,,,,,,,ORD-01243,,APPROVED,INVOICE,INVOICE-MoQyKq5omy,
PAYMENT,,,2025-01-25T10:15:28.5109492,,,,,,,ORD-01244,,PENDING,CARD,CARD-MUCfY4hmck,
PAYMENT,,,2025-02-09T10:15:28.5109492,,,,,,,ORD-01245,,DECLINED,INVOICE,INVOICE-3fNLE2ieKX,
PAYMENT,,,2025-05-14T10:15:28.5109492,,,,,,,ORD-01246,,APPROVED,INVOICE,INVOICE-WIhmHyjjNN,
PAYMENT,,,2025-09-07T10:15:28.5109492,,,,,,,ORD-01247,,DECLINED,INVOICE,INVOICE-2VopaJFH8K,
PAYMENT,,,2025-12-02T10:15:28.5109492,,,,,,,ORD-01248,,PENDING,INVOICE,INVOICE-FucVKq2C91,
PAYMENT,,,2025-08-11T10:15:28.5109492,,,,,,,ORD-01249,,DECLINED,INVOICE,INVOICE-fI142mPPpz,
PAYMENT,,,2025-10-01T10:15:28.5109492,,,,,,,ORD-01250,,PENDING,INVOICE,INVOICE-EYNok3QlSz,
PAYMENT,,,2025-02-21T10:15:28.5109492,,,,,,,ORD-01251,,APPROVED,INVOICE,INVOICE-QTWJQYKk2K,
PAYMENT,,,2025-05-29T10:15:28.5109492,,,,,,,ORD-01252,,APPROVED,INVOICE,INVOICE-eEsqO7s0YD,
PAYMENT,,,2025-03-24T10:15:28.512952,,,,,,,ORD-01253,,PENDING,INVOICE,INVOICE-wYnu8S7mTl,
PAYMENT,,,2025-02-14T10:15:28.512952,,,,,,,ORD-01254,,DECLINED,CARD,CARD-OJiksQpqfl,
PAYMENT,,,2025-09-08T10:15:28.512952,,,,,,,ORD-01255,,PENDING,INVOICE,INVOICE-zauCXLy0dr,
PAYMENT,,,2025-11-24T10:15:28.512952,,,,,,,ORD-01256,,PENDING,INVOICE,INVOICE-CbIiLabAP6,
PAYMENT,,,2025-06-25T10:15:28.512952,,,,,,,ORD-01257,,DECLINED,INVOICE,INVOICE-5L7HaUrSKH,
PAYMENT,,,2025-03-03T10:15:28.512952,,,,,,,ORD-01258,,DECLINED,INVOICE,INVOICE-lNgkNvDU28,
PAYMENT,,,2025-10-08T10:15:28.512952,,,,,,,ORD-01259,,DECLINED,INVOICE,INVOICE-meLdWg1MGh,
PAYMENT,,,2025-12-22T10:15:28.512952,,,,,,,ORD-01260,,APPROVED,CARD,CARD-7Ey6umEI6i,
PAYMENT,,,2025-10-08T10:15:28.512952,,,,,,,ORD-01261,,APPROVED,CARD,CARD-LkR3ANgLdQ,
PAYMENT,,,2025-07-16T10:15:28.512952,,,,,,,ORD-01262,,PENDING,INVOICE,INVOICE-LjFot56QSx,
PAYMENT,,,2025-07-04T10:15:28.512952,,,,,,,ORD-01263,,APPROVED,CARD,CARD-sV0CNrOOAa,
PAYMENT,,,2025-10-06T10:15:28.512952,,,,,,,ORD-01264,,PENDING,CARD,CARD-hWtOQpVEPv,
PAYMENT,,,2025-11-27T10:15:28.512952,,,,,,,ORD-01265,,APPROVED,CARD,CARD-W0euSUBPms,
PAYMENT,,,2025-04-03T10:15:28.512952,,,,,,,ORD-01266,,PENDING,CARD,CARD-pOiI9QEi8T,
PAYMENT,,,2025-11-21T10:15:28.512952,,,,,,,ORD-01267,,APPROVED,CARD,CARD-j128AuUGQG,
PAYMENT,,,2025-08-30T10:15:28.512952,,,,,,,ORD-01268,,APPROVED,CARD,CARD-34K0rK6jLH,
PAYMENT,,,2025-08-23T10:15:28.512952,,,,,,,ORD-01269,,DECLINED,INVOICE,INVOICE-kp2qFtBA5f,
PAYMENT,,,2026-01-10T10:15:28.512952,,,,,,,ORD-01270,,PENDING,CARD,CARD-39wywjz77L,
PAYMENT,,,2025-10-14T10:15:28.512952,,,,,,,ORD-01271,,DECLINED,INVOICE,INVOICE-TikqVgZBVH,
PAYMENT,,,2025-07-17T10:15:28.512952,,,,,,,ORD-01272,,PENDING,CARD,CARD-vvezX9qpJU,
PAYMENT,,,2025-03-19T10:15:28.512952,,,,,,,ORD-01273,,APPROVED,INVOICE,INVOICE-vHsjekW5VR,
PAYMENT,,,2025-04-04T10:15:28.512952,,,,,,,ORD-01274,,PENDING,CARD,CARD-KrlVNO4EJT,
PAYMENT,,,2025-02-18T10:15:28.512952,,,,,,,ORD-01275,,DECLINED,CARD,CARD-Zvrjf9mDEq,
PAYMENT,,,2025-06-04T10:15:28.512952,,,,,,,ORD-01276,,APPROVED,CARD,CARD-NzYV8qB6fN,
PAYMENT,,,2025-01-31T10:15:28.512952,,,,,,,ORD-01277,,PENDING,CARD,CARD-evH9mFA570,
PAYMENT,,,2025-05-29T10:15:28.512952,,,,,,,ORD-01278,,DECLINED,CARD,CARD-lZlxs4Ek0B,
PAYMENT,,,2026-01-04T10:15:28.512952,,,,,,,ORD-01279,,DECLINED,CARD,CARD-lEQXo4NVPP,
PAYMENT,,,2025-04-27T10:15:28.512952,,,,,,,ORD-01280,,PENDING,CARD,CARD-hEpGjzbRl8,
PAYMENT,,,2025-08-10T10:15:28.512952,,,,,,,ORD-01281,,APPROVED,CARD,CARD-OBVZRALh93,
PAYMENT,,,2025-08-21T10:15:28.512952,,,,,,,ORD-01282,,DECLINED,CARD,CARD-pZ953jZXqI,
PAYMENT,,,2025-10-20T10:15:28.512952,,,,,,,ORD-01283,,APPROVED,CARD,CARD-8zrQOpqZGr,
PAYMENT,,,2025-09-15T10:15:28.512952,,,,,,,ORD-01284,,PENDING,INVOICE,INVOICE-2UL1H8BOjJ,
PAYMENT,,,2025-09-30T10:15:28.512952,,,,,,,ORD-01285,,PENDING,INVOICE,INVOICE-vRvX0H9SV4,
PAYMENT,,,2025-12-07T10:15:28.512952,,,,,,,ORD-01286,,DECLINED,CARD,CARD-Da0YHmbruD,
PAYMENT,,,2025-09-14T10:15:28.512952,,,,,,,ORD-01287,,DECLINED,CARD,CARD-kGdJDb9oq1,
PAYMENT,,,2025-10-15T10:15:28.512952,,,,,,,ORD-01288,,APPROVED,INVOICE,INVOICE-XgB8c5BLRU,
PAYMENT,,,2025-08-14T10:15:28.512952,,,,,,,ORD-01289,,APPROVED,INVOICE,INVOICE-5N5l5dx3HA,
PAYMENT,,,2025-10-22T10:15:28.512952,,,,,,,ORD-01290,,PENDING,CARD,CARD-T3dziFY0hQ,
PAYMENT,,,2025-05-12T10:15:28.512952,,,,,,,ORD-01291,,APPROVED,CARD,CARD-YAouFulQx8,
PAYMENT,,,2026-01-08T10:15:28.512952,,,,,,,ORD-01292,,PENDING,CARD,CARD-s0gmk5RxsO,
PAYMENT,,,2025-11-04T10:15:28.512952,,,,,,,ORD-01293,,PENDING,INVOICE,INVOICE-ShNqJYY9BR,
PAYMENT,,,2025-10-26T10:15:28.512952,,,,,,,ORD-01294,,PENDING,INVOICE,INVOICE-IyfgumFsz1,
PAYMENT,,,2025-07-24T10:15:28.512952,,,,,,,ORD-01295,,DECLINED,INVOICE,INVOICE-rf4SEunAkr,
